"売上番号","明細番号","日付","顧客番号","顧客名","担当者","地区","商品番号","商品名","商品分類","価格","数量","計"
373,600,2014/2/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,20,\58000
374,601,2014/2/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
374,602,2014/2/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
375,603,2014/2/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,10,\35000
375,604,2014/2/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
376,605,2014/2/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,5,\12500
376,606,2014/2/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,5,\17500
377,607,2014/2/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
378,608,2014/2/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
378,609,2014/2/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,10,\45000
379,610,2014/2/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
379,611,2014/2/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
380,612,2014/2/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
380,613,2014/2/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
380,614,2014/2/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,14,\40600
381,615,2014/3/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
381,616,2014/3/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
382,617,2014/3/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
382,618,2014/3/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,12,\33600
382,619,2014/3/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
383,620,2014/3/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
383,621,2014/3/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
384,622,2014/3/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
384,623,2014/3/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
384,624,2014/3/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,2,\10000
385,625,2014/3/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
385,626,2014/3/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
386,627,2014/3/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,7,\17500
386,628,2014/3/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
387,629,2014/3/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
388,630,2014/3/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
388,631,2014/3/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
389,632,2014/3/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
389,633,2014/3/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
390,634,2014/3/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
390,635,2014/3/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
390,636,2014/3/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,15,\43500
391,637,2014/3/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
391,638,2014/3/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
392,639,2014/3/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
392,640,2014/3/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
392,641,2014/3/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,10,\28000
393,642,2014/3/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
393,643,2014/3/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
394,644,2014/3/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,6,\21000
394,645,2014/3/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
395,646,2014/3/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,6,\21000
395,647,2014/3/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
396,648,2014/3/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,6,\15000
396,649,2014/3/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
397,650,2014/3/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
398,651,2014/3/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
398,652,2014/3/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
399,653,2014/3/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,6,\21000
399,654,2014/3/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
400,655,2014/3/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
400,656,2014/3/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
400,657,2014/3/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
401,658,2014/4/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
401,659,2014/4/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
402,660,2014/4/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
402,661,2014/4/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
402,662,2014/4/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,6,\16800
403,663,2014/4/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
403,664,2014/4/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
404,665,2014/4/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
404,666,2014/4/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
404,667,2014/4/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,2,\10000
405,668,2014/4/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
405,669,2014/4/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
406,670,2014/4/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,5,\12500
406,671,2014/4/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
407,672,2014/4/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,8,\22400
407,673,2014/4/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","O_1001","クリアケース","事務用品",\2500,1,\2500
407,674,2014/4/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","O_1003","カラーメモシール","事務用品",\2800,1,\2800
408,675,2014/4/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
408,676,2014/4/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
409,677,2014/4/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
409,678,2014/4/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,9,\25200
410,679,2014/4/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
410,680,2014/4/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
410,681,2014/4/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,20,\58000
411,682,2014/4/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
411,683,2014/4/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
412,684,2014/4/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
412,685,2014/4/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,12,\33600
412,686,2014/4/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
413,687,2014/4/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
413,688,2014/4/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
414,689,2014/4/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
414,690,2014/4/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
415,691,2014/4/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
415,692,2014/4/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,5,\25000
416,693,2014/4/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,5,\12500
416,694,2014/4/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,6,\21000
417,695,2014/4/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
418,696,2014/4/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,8,\28000
418,697,2014/4/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
419,698,2014/4/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,20,\70000
419,699,2014/4/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
420,700,2014/4/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
420,701,2014/4/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,12,\22800
420,702,2014/4/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,14,\40600
421,703,2014/5/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
421,704,2014/5/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
422,705,2014/5/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
422,706,2014/5/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
422,707,2014/5/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,10,\28000
423,708,2014/5/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
423,709,2014/5/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
424,710,2014/5/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
424,711,2014/5/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
424,712,2014/5/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,2,\10000
425,713,2014/5/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
425,714,2014/5/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
426,715,2014/5/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,4,\10000
426,716,2014/5/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
427,717,2014/5/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,10,\28000
428,718,2014/5/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
428,719,2014/5/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
429,720,2014/5/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
429,721,2014/5/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,4,\11200
430,722,2014/5/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
430,723,2014/5/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
430,724,2014/5/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,15,\43500
431,725,2014/5/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
431,726,2014/5/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
432,727,2014/5/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
432,728,2014/5/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,15,\42000
432,729,2014/5/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
433,730,2014/5/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
433,731,2014/5/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
434,732,2014/5/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
434,733,2014/5/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
435,734,2014/5/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
435,735,2014/5/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
436,736,2014/5/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,7,\17500
436,737,2014/5/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
437,738,2014/5/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
438,739,2014/5/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,8,\28000
438,740,2014/5/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
439,741,2014/5/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
439,742,2014/5/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
440,743,2014/5/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,11,\30800
440,744,2014/5/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
440,745,2014/5/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,15,\43500
441,746,2014/6/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
441,747,2014/6/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,7,\31500
442,748,2014/6/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
442,749,2014/6/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,13,\36400
442,750,2014/6/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
443,751,2014/6/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
443,752,2014/6/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
444,753,2014/6/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
444,754,2014/6/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
444,755,2014/6/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,2,\10000
445,756,2014/6/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
445,757,2014/6/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
446,758,2014/6/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,7,\17500
446,759,2014/6/1 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,8,\28000
447,760,2014/6/1 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
448,761,2014/6/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
448,762,2014/6/1 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,10,\45000
449,763,2014/6/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,15,\52500
449,764,2014/6/1 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,2,\5600
450,765,2014/6/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,15,\42000
450,766,2014/6/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,12,\22800
450,767,2014/6/1 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,15,\43500
451,768,2014/6/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
451,769,2014/6/15 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,7,\31500
452,770,2014/6/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,12,\42000
452,771,2014/6/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
452,772,2014/6/15 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,6,\16800
453,773,2014/6/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,4,\11200
453,774,2014/6/15 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
454,775,2014/6/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
454,776,2014/6/15 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,5,\14000
455,777,2014/6/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,6,\21000
455,778,2014/6/15 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1004","CD DVDラベル","紙製品",\5000,4,\20000
456,779,2014/6/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1001","クリアケース","事務用品",\2500,10,\25000
456,780,2014/6/15 0:00:00,"1006","株式会社佐藤食品","葉山美樹","中部","O_1002","軽量バインダー","事務用品",\3500,4,\14000
457,781,2014/6/15 0:00:00,"1007","桜町ハウス株式会社","中島幸太郎","中部","B_1001","エアークッション材","梱包材",\2800,7,\19600
458,782,2014/6/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
458,783,2014/6/15 0:00:00,"1008","カフェスタイル株式会社","鈴木悠人","関西","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
459,784,2014/6/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1001","コピー用紙","紙製品",\3500,10,\35000
459,785,2014/6/15 0:00:00,"1009","渡辺不動産株式会社","相川優香","関西","P_1003","宛名ラベル","紙製品",\2800,5,\14000
460,786,2014/6/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1001","エアークッション材","梱包材",\2800,10,\28000
460,787,2014/6/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1002","段ボール箱（小）","梱包材",\1900,10,\19000
460,788,2014/6/15 0:00:00,"1010","田中飲料株式会社","渡辺絵梨","関西","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
461,789,2014/7/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1001","コピー用紙","紙製品",\3500,15,\52500
461,790,2014/7/1 0:00:00,"1001","葉山商会株式会社","飯島賢太","関東","P_1002","カラーコピー用紙","紙製品",\4500,5,\22500
462,791,2014/7/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1001","コピー用紙","紙製品",\3500,10,\35000
462,792,2014/7/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","P_1003","宛名ラベル","紙製品",\2800,10,\28000
462,793,2014/7/1 0:00:00,"1002","高村システム株式会社","長嶋慎二","関東","O_1003","カラーメモシール","事務用品",\2800,8,\22400
463,794,2014/7/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1001","エアークッション材","梱包材",\2800,10,\28000
463,795,2014/7/1 0:00:00,"1003","中吉食品株式会社","今田大輔","関東","B_1003","段ボール箱（大）","梱包材",\2900,10,\29000
464,796,2014/7/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1001","コピー用紙","紙製品",\3500,8,\28000
464,797,2014/7/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1003","宛名ラベル","紙製品",\2800,12,\33600
464,798,2014/7/1 0:00:00,"1004","株式会社山里商会","大下奈緒","関東","P_1004","CD DVDラベル","紙製品",\5000,2,\10000
465,799,2014/7/1 0:00:00,"1005","東京旅行株式会社","野村翔太","中部","P_1001","コピー用紙","紙製品",\3500,8,\28000
